FIPS Code,Geography,Year,Program Type,Population
36015,Chemung County,2011,Postcensal Population Estimate,88899
36017,Chenango County,2011,Postcensal Population Estimate,50182
36019,Clinton County,2011,Postcensal Population Estimate,81728
36021,Columbia County,2011,Postcensal Population Estimate,62528
36023,Cortland County,2011,Postcensal Population Estimate,49380
36025,Delaware County,2011,Postcensal Population Estimate,47584
36027,Dutchess County,2011,Postcensal Population Estimate,298133
36029,Erie County,2011,Postcensal Population Estimate,919843
36031,Essex County,2011,Postcensal Population Estimate,39271
36033,Franklin County,2011,Postcensal Population Estimate,51545
36035,Fulton County,2011,Postcensal Population Estimate,55112
36037,Genesee County,2011,Postcensal Population Estimate,59880
36039,Greene County,2011,Postcensal Population Estimate,48857
36041,Hamilton County,2011,Postcensal Population Estimate,4826
36043,Herkimer County,2011,Postcensal Population Estimate,64386
36045,Jefferson County,2011,Postcensal Population Estimate,117752
36047,Kings County,2011,Postcensal Population Estimate,2540817
36049,Lewis County,2011,Postcensal Population Estimate,27027
36051,Livingston County,2011,Postcensal Population Estimate,64849
36053,Madison County,2011,Postcensal Population Estimate,72887
36055,Monroe County,2011,Postcensal Population Estimate,746751
36057,Montgomery County,2011,Postcensal Population Estimate,49911
36059,Nassau County,2011,Postcensal Population Estimate,1346223
36061,New York County,2011,Postcensal Population Estimate,1608293
36063,Niagara County,2011,Postcensal Population Estimate,215719
36065,Oneida County,2011,Postcensal Population Estimate,234218
36067,Onondaga County,2011,Postcensal Population Estimate,467614
36069,Ontario County,2011,Postcensal Population Estimate,108599
36071,Orange County,2011,Postcensal Population Estimate,374097
36073,Orleans County,2011,Postcensal Population Estimate,42648
36075,Oswego County,2011,Postcensal Population Estimate,121981
36077,Otsego County,2011,Postcensal Population Estimate,61971
36079,Putnam County,2011,Postcensal Population Estimate,99827
36081,Queens County,2011,Postcensal Population Estimate,2255482
36083,Rensselaer County,2011,Postcensal Population Estimate,159589
36085,Richmond County,2011,Postcensal Population Estimate,471021
36087,Rockland County,2011,Postcensal Population Estimate,315452
36089,St. Lawrence County,2011,Postcensal Population Estimate,112277
36091,Saratoga County,2011,Postcensal Population Estimate,221111
36093,Schenectady County,2011,Postcensal Population Estimate,154864
36095,Schoharie County,2011,Postcensal Population Estimate,32618
36097,Schuyler County,2011,Postcensal Population Estimate,18413
36099,Seneca County,2011,Postcensal Population Estimate,35380
36101,Steuben County,2011,Postcensal Population Estimate,99148
36103,Suffolk County,2011,Postcensal Population Estimate,1498892
36105,Sullivan County,2011,Postcensal Population Estimate,77053
36107,Tioga County,2011,Postcensal Population Estimate,50875
36109,Tompkins County,2011,Postcensal Population Estimate,101821
36111,Ulster County,2011,Postcensal Population Estimate,182448
36113,Warren County,2011,Postcensal Population Estimate,65736
36115,Washington County,2011,Postcensal Population Estimate,63091
36117,Wayne County,2011,Postcensal Population Estimate,93256
36119,Westchester County,2011,Postcensal Population Estimate,956262
36121,Wyoming County,2011,Postcensal Population Estimate,41849
36123,Yates County,2011,Postcensal Population Estimate,25454
36000,New York State,2010,Census Base Population,19378144
36000,New York State,2010,Postcensal Population Estimate,19399878
36001,Albany County,2010,Postcensal Population Estimate,304086
36001,Albany County,2010,Census Base Population,304208
36003,Allegany County,2010,Postcensal Population Estimate,48971
36003,Allegany County,2010,Census Base Population,48923
36005,Bronx County,2010,Census Base Population,1384580
36005,Bronx County,2010,Postcensal Population Estimate,1387298
36007,Broome County,2010,Census Base Population,200675
36007,Broome County,2010,Postcensal Population Estimate,200481
36009,Cattaraugus County,2010,Postcensal Population Estimate,80218
36009,Cattaraugus County,2010,Census Base Population,80337
36011,Cayuga County,2010,Postcensal Population Estimate,79895
36011,Cayuga County,2010,Census Base Population,80008
36013,Chautauqua County,2010,Postcensal Population Estimate,134725
36013,Chautauqua County,2010,Census Base Population,134907
36015,Chemung County,2010,Postcensal Population Estimate,88895
36015,Chemung County,2010,Census Base Population,88847
36017,Chenango County,2010,Census Base Population,50511
36017,Chenango County,2010,Postcensal Population Estimate,50399
36019,Clinton County,2010,Postcensal Population Estimate,82096
36019,Clinton County,2010,Census Base Population,82131
36021,Columbia County,2010,Postcensal Population Estimate,63036
36021,Columbia County,2010,Census Base Population,63066
36023,Cortland County,2010,Census Base Population,49290
36023,Cortland County,2010,Postcensal Population Estimate,49279
36025,Delaware County,2010,Postcensal Population Estimate,47888
36025,Delaware County,2010,Census Base Population,47962
36027,Dutchess County,2010,Census Base Population,297454
36027,Dutchess County,2010,Postcensal Population Estimate,297728
36029,Erie County,2010,Postcensal Population Estimate,919152
36029,Erie County,2010,Census Base Population,919134
36031,Essex County,2010,Census Base Population,39373
36031,Essex County,2010,Postcensal Population Estimate,39360
36033,Franklin County,2010,Census Base Population,51601
36033,Franklin County,2010,Postcensal Population Estimate,51645
36035,Fulton County,2010,Census Base Population,55513
36035,Fulton County,2010,Postcensal Population Estimate,55455
36037,Genesee County,2010,Postcensal Population Estimate,59928
36037,Genesee County,2010,Census Base Population,59934
36039,Greene County,2010,Census Base Population,49214
36039,Greene County,2010,Postcensal Population Estimate,49139
36041,Hamilton County,2010,Postcensal Population Estimate,4851
36041,Hamilton County,2010,Census Base Population,4841
36043,Herkimer County,2010,Census Base Population,64469
36043,Herkimer County,2010,Postcensal Population Estimate,64470
36045,Jefferson County,2010,Postcensal Population Estimate,116592
36045,Jefferson County,2010,Census Base Population,116232
36047,Kings County,2010,Census Base Population,2504721
36047,Kings County,2010,Postcensal Population Estimate,2509828
36049,Lewis County,2010,Postcensal Population Estimate,27077
36049,Lewis County,2010,Census Base Population,27090
36051,Livingston County,2010,Census Base Population,65206
36051,Livingston County,2010,Postcensal Population Estimate,65240
36053,Madison County,2010,Census Base Population,73452
36053,Madison County,2010,Postcensal Population Estimate,73440
36055,Monroe County,2010,Postcensal Population Estimate,744580
36055,Monroe County,2010,Census Base Population,744394
36057,Montgomery County,2010,Postcensal Population Estimate,50307
36057,Montgomery County,2010,Census Base Population,50264
36059,Nassau County,2010,Census Base Population,1339880
36059,Nassau County,2010,Postcensal Population Estimate,1341669
36061,New York County,2010,Postcensal Population Estimate,1588767
36061,New York County,2010,Census Base Population,1586381
36063,Niagara County,2010,Census Base Population,216480
36063,Niagara County,2010,Postcensal Population Estimate,216475
36065,Oneida County,2010,Postcensal Population Estimate,234756
36065,Oneida County,2010,Census Base Population,234860
36067,Onondaga County,2010,Census Base Population,467067
36067,Onondaga County,2010,Postcensal Population Estimate,467533
36069,Ontario County,2010,Postcensal Population Estimate,108176
36069,Ontario County,2010,Census Base Population,108099
36071,Orange County,2010,Census Base Population,372826
36071,Orange County,2010,Postcensal Population Estimate,373445
36073,Orleans County,2010,Postcensal Population Estimate,42851
36073,Orleans County,2010,Census Base Population,42890
36075,Oswego County,2010,Census Base Population,122105
36075,Oswego County,2010,Postcensal Population Estimate,122137
36077,Otsego County,2010,Postcensal Population Estimate,62259
36077,Otsego County,2010,Census Base Population,62278
36079,Putnam County,2010,Census Base Population,99654
36079,Putnam County,2010,Postcensal Population Estimate,99667
36081,Queens County,2010,Census Base Population,2230619
36081,Queens County,2010,Postcensal Population Estimate,2234701
36083,Rensselaer County,2010,Census Base Population,159433
36083,Rensselaer County,2010,Postcensal Population Estimate,159340
36085,Richmond County,2010,Postcensal Population Estimate,469615
36085,Richmond County,2010,Census Base Population,468730
36087,Rockland County,2010,Census Base Population,311691
36087,Rockland County,2010,Postcensal Population Estimate,312499
36089,St. Lawrence County,2010,Census Base Population,111940
36089,St. Lawrence County,2010,Postcensal Population Estimate,111812
36091,Saratoga County,2010,Census Base Population,219598
36091,Saratoga County,2010,Postcensal Population Estimate,220109
36093,Schenectady County,2010,Postcensal Population Estimate,154861
36093,Schenectady County,2010,Census Base Population,154751
36095,Schoharie County,2010,Census Base Population,32723
36095,Schoharie County,2010,Postcensal Population Estimate,32686
36097,Schuyler County,2010,Postcensal Population Estimate,18334
36097,Schuyler County,2010,Census Base Population,18362
36099,Seneca County,2010,Census Base Population,35248
36099,Seneca County,2010,Postcensal Population Estimate,35266
36101,Steuben County,2010,Census Base Population,98982
36101,Steuben County,2010,Postcensal Population Estimate,99005
36103,Suffolk County,2010,Census Base Population,1493116
36103,Suffolk County,2010,Postcensal Population Estimate,1494339
36105,Sullivan County,2010,Census Base Population,77501
36105,Sullivan County,2010,Postcensal Population Estimate,77476
36107,Tioga County,2010,Census Base Population,51049
36107,Tioga County,2010,Postcensal Population Estimate,51008
36109,Tompkins County,2010,Postcensal Population Estimate,101740
36109,Tompkins County,2010,Census Base Population,101592
36111,Ulster County,2010,Census Base Population,182519
36111,Ulster County,2010,Postcensal Population Estimate,182418
36113,Warren County,2010,Census Base Population,65692
36113,Warren County,2010,Postcensal Population Estimate,65665
36115,Washington County,2010,Postcensal Population Estimate,63356
36115,Washington County,2010,Census Base Population,63254
36117,Wayne County,2010,Postcensal Population Estimate,93751
36117,Wayne County,2010,Census Base Population,93751
36119,Westchester County,2010,Census Base Population,949218
36119,Westchester County,2010,Postcensal Population Estimate,950601
36121,Wyoming County,2010,Postcensal Population Estimate,42126
36121,Wyoming County,2010,Census Base Population,42154
36123,Yates County,2010,Postcensal Population Estimate,25376
36123,Yates County,2010,Census Base Population,25364
36000,New York State,2009,Intercensal Population Estimate,19307066
36001,Albany County,2009,Intercensal Population Estimate,304733
36003,Allegany County,2009,Intercensal Population Estimate,48969
36005,Bronx County,2009,Intercensal Population Estimate,1376261
36007,Broome County,2009,Intercensal Population Estimate,200935
36009,Cattaraugus County,2009,Intercensal Population Estimate,80491
36011,Cayuga County,2009,Intercensal Population Estimate,80172
36013,Chautauqua County,2009,Intercensal Population Estimate,135197
36015,Chemung County,2009,Intercensal Population Estimate,88849
36017,Chenango County,2009,Intercensal Population Estimate,50639
36019,Clinton County,2009,Intercensal Population Estimate,82280
36021,Columbia County,2009,Intercensal Population Estimate,63023
36023,Cortland County,2009,Intercensal Population Estimate,49358
36025,Delaware County,2009,Intercensal Population Estimate,48182
36027,Dutchess County,2009,Intercensal Population Estimate,296887
36029,Erie County,2009,Intercensal Population Estimate,919334
36031,Essex County,2009,Intercensal Population Estimate,39478
36033,Franklin County,2009,Intercensal Population Estimate,51706
36035,Fulton County,2009,Intercensal Population Estimate,55558
